url	first_seen	portal	title	company	status	location
https://jobs.ashbyhq.com/trulioo/221b4646-b2f2-4602-9c3d-a7eaa8022ed2	2026-07-06	ashby-api	Technical Account Manager	Trulioo	added	Vancouver
https://jobs.ashbyhq.com/trulioo/29ac1954-3d7e-406a-8d1b-54288ba065e7	2026-07-06	ashby-api	Product Manager (KYB)	Trulioo	added	Vancouver
https://jobs.ashbyhq.com/trulioo/362f62c9-0a5e-4734-b8f9-d73987efafd2	2026-07-06	ashby-api	Director, Solutions Consulting (NAMER)	Trulioo	added	Vancouver
https://jobs.ashbyhq.com/trulioo/a3749bc8-0fdb-46c6-9dd2-94a078b8b9ae	2026-07-06	ashby-api	Senior Product Manager (KYC - Fraud & Risk)	Trulioo	added	Vancouver
https://jobs.ashbyhq.com/trulioo/b59f8763-c4c1-4c80-9b2e-5d8a00abafed	2026-07-06	ashby-api	Continuous Improvement & Automation Manager	Trulioo	added	Vancouver
https://jobs.ashbyhq.com/trulioo/bb7a1e51-45d4-4302-9df4-9f138badc7e2	2026-07-06	ashby-api	Solutions Consultant	Trulioo	added	Vancouver
https://jobs.ashbyhq.com/1password/26af8030-5e7b-4bd3-9535-7ec7df3f3e87	2026-07-06	ashby-api	Staff Product Manager, Identity & Access Management	1Password	added	Remote (United States | Canada)
https://jobs.ashbyhq.com/1password/55dedff3-7af8-4fd4-aaf0-79680d77f150	2026-07-06	ashby-api	Business Development Representative SMB	1Password	added	United States | Canada
https://jobs.ashbyhq.com/1password/5658b4d5-61c2-41bb-94cb-8be7798aefdd	2026-07-06	ashby-api	Staff Product Manager, Authentication	1Password	added	Remote (United States | Canada)
https://jobs.ashbyhq.com/1password/5e263490-5a06-4b4e-bd08-e96725933ff3	2026-07-06	ashby-api	Director, Performance & Paid Media (AI-Native)	1Password	added	Remote (United States | Canada)
https://jobs.ashbyhq.com/1password/638f4a62-bf56-4b2a-91fb-77397e74a20d	2026-07-06	ashby-api	Senior Campaign Manager, Global Campaigns	1Password	added	Remote (United States | Canada)
https://jobs.ashbyhq.com/1password/a9bd5514-4a61-4172-818a-fbd40caa2c0d	2026-07-06	ashby-api	Director, Product Management, Identity	1Password	added	Remote (United States | Canada)
https://jobs.ashbyhq.com/1password/c1002e41-2b98-43b4-9e21-a082abee2b32	2026-07-06	ashby-api	Senior Manager Implementation and Onboarding	1Password	added	Remote (United States | Canada)
https://jobs.ashbyhq.com/1password/c6fc16b0-bb5b-48f1-994d-d69e07846bc8	2026-07-06	ashby-api	Senior Product Manager, Machine Identity	1Password	added	Remote (United States | Canada)
https://jobs.ashbyhq.com/1password/cdde7b19-cccc-4012-8955-d81ecc7f18cb	2026-07-06	ashby-api	Senior Channel Account Manager	1Password	added	Remote US
https://jobs.ashbyhq.com/1password/ceabb3f0-288d-4879-a33e-a04386e96fd4	2026-07-06	ashby-api	Senior Revenue Strategy Analyst	1Password	added	Remote US
https://jobs.ashbyhq.com/1password/d36199e8-297a-4f96-ba4d-2ebfea5e8fd4	2026-07-06	ashby-api	Senior Campaign Manager, SaaS Manager	1Password	added	Remote (United States | Canada)
https://jobs.ashbyhq.com/1password/d932bdb2-da1d-419f-90a1-6d831f0316b3	2026-07-06	ashby-api	Senior Director, EPD Operations	1Password	added	Remote (United States | Canada)
https://jobs.ashbyhq.com/1password/ec4637e2-063a-40c3-8729-e8fba66f0511	2026-07-06	ashby-api	Business Development Representative Enterprise	1Password	added	United States | Canada
https://careers.telus.com/job/Vancouver-Field-Construction-Manager-Outside-Plant-Focus-BC-V6B-3K9/602261117/	2026-07-06	successfactors-api	Field Construction Manager - Outside Plant Focus	TELUS	added	Vancouver
https://careers.telus.com/job/Vancouver-Senior-Strategy-Manager%2C-Base-Management-Customer-Journey%2C-Enterprise-and-Public-Business-BC-V6B-3K9/603945217/	2026-07-06	successfactors-api	Senior Strategy Manager, Base Management - Customer Journey, Enterprise and Public Business	TELUS	added	Vancouver
https://careers.telus.com/job/Vancouver-Sr-Program-Manager-BC-V6B-0M3/603915217/	2026-07-06	successfactors-api	Sr Program Manager	TELUS	added	Vancouver
https://careers.telus.com/job/Burnaby-Product-Operations-Framework-&-Process-Specialist-BC/602909317/	2026-07-06	successfactors-api	Product Operations Framework & Process Specialist	TELUS	added	Burnaby
https://careers.telus.com/job/Vancouver-Senior-Program-Manager%2C-Enterprise-Cultural-Transformation-%28Skills-Based-Talent-Management%29-BC-V6B-0M3/601962017/	2026-07-06	successfactors-api	Senior Program Manager, Enterprise Cultural Transformation (Skills-Based Talent Management)	TELUS	added	Vancouver
https://careers.telus.com/job/Vancouver-Senior-Strategy-Manager-Retail-Experience-BC-V6B-3K9/603811517/	2026-07-06	successfactors-api	Senior Strategy Manager - Retail Experience	TELUS	added	Vancouver
https://careers.telus.com/job/Vancouver-Senior-Community-Investment-Manager-BC-V6B-0M3/603828217/	2026-07-06	successfactors-api	Senior Community Investment Manager	TELUS	added	Vancouver
https://careers.telus.com/job/Vancouver-Senior-Program-Manager-BC/602821817/	2026-07-06	successfactors-api	Senior Program Manager	TELUS	added	Vancouver
https://careers.telus.com/job/Burnaby-Business-Consultant-BC/603717417/	2026-07-06	successfactors-api	Business Consultant	TELUS	added	Burnaby
https://careers.telus.com/job/Vancouver-L4-Product-Manager-Stream%2B-&-Entertainment-BC-V6B-0M3/603736717/	2026-07-06	successfactors-api	L4 Product Manager - Stream+ & Entertainment	TELUS	added	Vancouver
https://careers.telus.com/job/Vancouver-Senior-Product-Manager-SMB-Team-BC-V6B-0M3/603740617/	2026-07-06	successfactors-api	Senior Product Manager - SMB Team	TELUS	added	Vancouver
https://careers.telus.com/job/Vancouver-Manager-AI-BC/596999517/	2026-07-06	successfactors-api	Manager AI	TELUS	added	Vancouver
https://careers.telus.com/job/Vancouver-Product-Manager-Connected-Home-Hardware-testing-BC-V6B-0M3/602668617/	2026-07-06	successfactors-api	Product Manager - Connected Home Hardware testing	TELUS	added	Vancouver
https://careers.telus.com/job/Vancouver-Senior-Strategy-Manager%2C-Strategic-Channel-Transformation-Lead-BC-V6B-0M3/603523817/	2026-07-06	successfactors-api	Senior Strategy Manager, Strategic Channel Transformation Lead	TELUS	added	Vancouver
https://careers.telus.com/job/Burnaby-Staff-Technical-Lead-Billing-Revenue-Management-BC/602337917/	2026-07-06	successfactors-api	Staff Technical Lead - Billing Revenue Management	TELUS	added	Burnaby
https://careers.deloitte.ca/job/ManagerSenior-Manager%2C-Turnaround-Restructuring/132608-en_US	2026-07-06	successfactors-api	Manager/Senior Manager, Turnaround & Restructuring	Deloitte Canada	added	Vancouver, BC, BC, CAN, V7X 1P4
https://careers.deloitte.ca/job/Senior-Consultant%2C-Turnaround-Restructuring/132609-en_US	2026-07-06	successfactors-api	Senior Consultant, Turnaround & Restructuring	Deloitte Canada	added	Vancouver, BC, BC, CAN, V7X 1P4
https://careers.deloitte.ca/job/Senior-Consultant%2C-Financial-Crime/132627-en_US	2026-07-06	successfactors-api	Senior Consultant, Financial Crime	Deloitte Canada	added	Vancouver, BC, BC, CAN, V7X 1P4
https://careers.ey.com/ey/job/Vancouver-People-Consulting-Workforce-Advisory-Change-Management-Manager-Vancouver-Brit-V6E-4E5/1277238101/	2026-07-06	successfactors-api	People Consulting - Workforce Advisory - Change Management - Manager - Vancouver	EY Canada	added	Vancouver
https://careers.ey.com/ey/job/Vancouver-Consultant%2C-Strategy-and-Execution-Deal-Management-%28Vancouver%29-Brit-V6E-4E5/1285568601/	2026-07-06	successfactors-api	Consultant, Strategy and Execution - Deal Management (Vancouver)	EY Canada	added	Vancouver
